session_id,customer_id,session_date,session_hour,device,browser,traffic_source,landing_page,pages_viewed,time_on_site_seconds,bounced,converted
S1002213,11383,2024-02-03,16,Desktop,Chrome,Paid Search,/,1,20,True,False
S1002214,10464,2024-10-07,23,Mobile,Edge,Direct,/new-arrivals,1,82,True,False
S1002215,,2024-07-16,13,Mobile,Chrome,Paid Search,/new-arrivals,1,106,True,False
S1002216,13835,2024-07-24,17,Desktop,Edge,Direct,/category,1,83,True,False
S1002217,12177,2024-04-02,18,Mobile,Chrome,Organic Search,/,1,79,True,False
S1002218,16168,2024-01-15,10,Desktop,Chrome,Paid Search,/products,2,154,False,False
S1002219,11385,2024-08-23,7,Mobile,Safari,Social,/sale,1,24,True,False
S1002220,,2024-01-18,10,Mobile,Chrome,Organic Search,/products,1,100,True,False
S1002221,,2024-07-25,13,Desktop,Chrome,Paid Search,/category,1,37,True,False
S1002222,19043,2024-01-16,15,Tablet,Chrome,Organic Search,/products,1,100,True,False
S1002223,,2024-01-19,13,Mobile,Chrome,Organic Search,/,1,42,True,False
S1002224,,2024-10-12,14,Mobile,Safari,Direct,/new-arrivals,1,114,True,False
S1002225,,2024-05-13,4,Tablet,Chrome,Email,/sale,1,61,True,False
S1002226,14995,2024-06-28,19,Mobile,Chrome,Email,/products,1,112,True,False
S1002227,19390,2024-10-13,13,Desktop,Chrome,Organic Search,/new-arrivals,3,136,False,False
S1002228,18384,2024-08-14,10,Desktop,Safari,Direct,/,1,25,True,False
S1002229,11684,2024-08-20,9,Mobile,Chrome,Paid Search,/new-arrivals,1,29,True,False
S1002230,18691,2024-03-22,14,Mobile,Chrome,Organic Search,/category,1,68,True,False
S1002231,12358,2024-07-24,19,Tablet,Other,Organic Search,/products,1,53,True,False
S1002232,,2024-04-18,10,Mobile,Firefox,Social,/,2,229,False,False
S1002233,,2024-03-18,16,Mobile,Chrome,Paid Search,/category,1,85,True,False
S1002234,17114,2024-10-29,10,Desktop,Chrome,Organic Search,/category,1,58,True,False
S1002235,,2024-08-29,19,Mobile,Chrome,Organic Search,/,1,32,True,False
S1002236,,2024-06-12,10,Mobile,Chrome,Organic Search,/products,4,374,False,False
S1002237,14049,2024-01-06,8,Desktop,Chrome,Direct,/new-arrivals,1,89,True,False
S1002238,,2024-03-05,20,Mobile,Chrome,Direct,/sale,1,90,True,False
S1002239,,2024-03-06,10,Tablet,Chrome,Organic Search,/products,1,39,True,False
S1002240,,2024-10-03,7,Mobile,Chrome,Organic Search,/sale,1,102,True,False
S1002241,12499,2024-07-19,9,Mobile,Safari,Organic Search,/sale,1,67,True,False
S1002242,14154,2024-09-11,13,Mobile,Chrome,Organic Search,/new-arrivals,1,63,True,False
S1002243,13940,2024-07-17,9,Tablet,Chrome,Email,/sale,2,126,False,False
S1002244,,2024-05-20,17,Mobile,Chrome,Email,/,1,31,True,False
S1002245,13575,2024-10-22,14,Mobile,Chrome,Email,/,1,25,True,False
S1002246,10527,2024-03-04,16,Desktop,Chrome,Direct,/sale,1,78,True,False
S1002247,,2024-02-02,10,Mobile,Safari,Direct,/category,1,91,True,False
S1002248,,2024-06-08,14,Mobile,Chrome,Social,/,3,261,False,False
S1002249,10397,2024-03-09,19,Desktop,Firefox,Social,/sale,1,65,True,False
S1002250,,2024-02-22,16,Desktop,Safari,Direct,/products,1,91,True,False
S1002251,,2024-02-25,9,Mobile,Chrome,Direct,/new-arrivals,1,103,True,False
S1002252,13309,2024-06-15,17,Mobile,Safari,Social,/products,1,58,True,False
S1002253,13315,2024-05-04,7,Mobile,Safari,Paid Search,/,1,38,True,False
S1002254,12767,2024-06-17,18,Desktop,Chrome,Organic Search,/products,1,114,True,False
S1002255,14301,2024-08-22,21,Mobile,Edge,Direct,/category,1,104,True,False
S1002256,,2024-10-04,13,Desktop,Safari,Paid Search,/category,1,65,True,False
S1002257,13911,2024-10-09,14,Desktop,Other,Email,/products,3,108,False,False
S1002258,,2024-01-11,18,Tablet,Chrome,Organic Search,/products,2,164,False,False
S1002259,14288,2024-10-23,10,Mobile,Safari,Organic Search,/sale,1,92,True,False
S1002260,10897,2024-03-13,18,Desktop,Safari,Email,/products,1,93,True,False
S1002261,11880,2024-10-11,8,Desktop,Safari,Email,/products,1,59,True,False
S1002262,,2024-03-15,8,Desktop,Safari,Direct,/products,1,72,True,False
S1002263,,2024-04-03,23,Mobile,Safari,Direct,/sale,1,75,True,False
S1002264,12141,2024-09-27,8,Mobile,Chrome,Organic Search,/category,1,54,True,False
S1002265,11610,2024-10-03,13,Desktop,Safari,Organic Search,/products,1,41,True,False
S1002266,,2024-05-15,15,Mobile,Chrome,Paid Search,/new-arrivals,1,86,True,False
S1002267,,2024-07-28,14,Mobile,Edge,Paid Search,/new-arrivals,1,65,True,False
S1002268,12271,2024-01-24,10,Desktop,Chrome,Direct,/sale,1,70,True,False
S1002269,,2024-10-05,21,Mobile,Chrome,Organic Search,/,1,95,True,False
S1002270,13711,2024-05-13,23,Desktop,Safari,Email,/new-arrivals,1,52,True,False
S1002271,19718,2024-05-26,13,Desktop,Safari,Direct,/products,1,20,True,False
S1002272,,2024-07-09,23,Desktop,Firefox,Paid Search,/,1,81,True,False
S1002273,13802,2024-07-27,10,Mobile,Safari,Organic Search,/,1,67,True,False
S1002274,13675,2024-02-22,15,Tablet,Chrome,Direct,/category,1,27,True,False
S1002275,19788,2024-07-10,19,Mobile,Safari,Direct,/products,1,60,True,False
S1002276,,2024-02-25,11,Desktop,Chrome,Organic Search,/new-arrivals,2,63,False,False
S1002277,,2024-08-17,20,Mobile,Firefox,Organic Search,/sale,1,109,True,False
S1002278,,2024-05-05,6,Desktop,Chrome,Direct,/,2,51,False,False
S1002279,14263,2024-02-24,22,Desktop,Other,Direct,/category,1,65,True,False
S1002280,19218,2024-01-30,16,Desktop,Firefox,Direct,/new-arrivals,1,78,True,False
S1002281,11249,2024-04-13,16,Desktop,Chrome,Paid Search,/products,1,54,True,False
S1002282,18006,2024-05-04,5,Desktop,Chrome,Social,/products,2,201,False,False
S1002283,,2024-09-13,11,Desktop,Chrome,Referral,/new-arrivals,2,167,False,False
S1002284,15001,2024-09-23,10,Mobile,Safari,Social,/products,1,59,True,False
S1002285,,2024-06-07,10,Desktop,Firefox,Paid Search,/new-arrivals,1,31,True,False
S1002286,16184,2024-03-24,14,Mobile,Safari,Direct,/category,1,74,True,False
S1002287,,2024-08-14,17,Desktop,Chrome,Paid Search,/new-arrivals,1,105,True,False
S1002288,18771,2024-05-01,15,Desktop,Chrome,Paid Search,/products,1,106,True,False
S1002289,11683,2024-01-19,9,Mobile,Chrome,Social,/category,1,72,True,False
S1002290,19577,2024-07-03,20,Mobile,Chrome,Organic Search,/sale,1,116,True,False
S1002291,14673,2024-05-15,15,Mobile,Safari,Referral,/,1,46,True,False
S1002292,19604,2024-10-01,15,Desktop,Safari,Direct,/sale,1,36,True,False
S1002293,,2024-05-31,13,Mobile,Chrome,Organic Search,/sale,1,61,True,False
S1002294,,2024-03-28,17,Desktop,Chrome,Organic Search,/new-arrivals,1,50,True,False
S1002295,10554,2024-01-02,11,Mobile,Chrome,Direct,/,1,34,True,False
S1002296,15009,2024-07-14,23,Mobile,Edge,Paid Search,/,1,106,True,False
S1002297,18651,2024-09-13,12,Mobile,Chrome,Direct,/,1,79,True,False
S1002298,18301,2024-09-04,10,Mobile,Chrome,Direct,/new-arrivals,1,77,True,False
S1002299,13579,2024-04-04,21,Tablet,Chrome,Referral,/products,1,59,True,False
S1002300,18871,2024-06-28,17,Tablet,Edge,Paid Search,/sale,1,75,True,False
S1002301,,2024-06-27,14,Desktop,Chrome,Organic Search,/category,1,21,True,False
S1002302,17520,2024-01-30,23,Mobile,Chrome,Direct,/new-arrivals,1,38,True,False
S1002303,,2024-10-26,13,Mobile,Chrome,Organic Search,/,1,35,True,False
S1002304,19223,2024-04-02,15,Desktop,Chrome,Paid Search,/category,1,60,True,False
S1002305,14860,2024-04-26,8,Mobile,Chrome,Paid Search,/new-arrivals,1,43,True,False
S1002306,,2024-10-26,6,Mobile,Chrome,Social,/sale,1,99,True,False
S1002307,,2024-04-28,21,Desktop,Safari,Direct,/sale,1,56,True,False
S1002308,,2024-05-20,10,Mobile,Chrome,Direct,/products,1,93,True,False
S1002309,,2024-04-29,8,Mobile,Chrome,Organic Search,/,1,37,True,False
S1002310,,2024-03-20,12,Tablet,Chrome,Direct,/new-arrivals,1,116,True,False
S1002311,,2024-10-19,18,Mobile,Chrome,Direct,/category,1,96,True,False
S1002312,,2024-10-18,20,Mobile,Chrome,Organic Search,/new-arrivals,1,109,True,False
S1002313,18475,2024-05-18,10,Desktop,Firefox,Direct,/category,1,34,True,False
S1002314,10366,2024-07-15,4,Mobile,Chrome,Organic Search,/products,1,68,True,False
S1002315,,2024-03-01,11,Desktop,Edge,Organic Search,/sale,1,80,True,False
S1002316,,2024-09-23,11,Mobile,Safari,Organic Search,/category,1,113,True,False
S1002317,15698,2024-10-17,8,Mobile,Chrome,Organic Search,/,1,52,True,False
S1002318,16543,2024-10-06,9,Desktop,Chrome,Organic Search,/,1,99,True,False
S1002319,,2024-10-23,9,Desktop,Chrome,Paid Search,/category,1,41,True,False
S1002320,17393,2024-01-05,8,Mobile,Edge,Email,/category,1,49,True,False
S1002321,,2024-09-26,13,Desktop,Chrome,Direct,/new-arrivals,1,105,True,False
S1002322,14090,2024-08-20,14,Mobile,Safari,Organic Search,/sale,2,174,False,False
S1002323,,2024-07-28,12,Mobile,Chrome,Direct,/category,3,71,False,False
S1002324,,2024-09-28,11,Tablet,Chrome,Direct,/category,2,112,False,False
S1002325,11621,2024-06-17,7,Desktop,Chrome,Organic Search,/products,1,21,True,False
S1002326,,2024-06-10,17,Mobile,Firefox,Email,/sale,1,59,True,False
S1002327,19733,2024-01-18,10,Desktop,Chrome,Paid Search,/sale,1,84,True,False
S1002328,19048,2024-03-04,13,Mobile,Chrome,Email,/new-arrivals,1,42,True,False
S1002329,17253,2024-01-16,6,Mobile,Chrome,Organic Search,/sale,1,89,True,False
S1002330,11203,2024-05-23,11,Mobile,Safari,Paid Search,/new-arrivals,1,85,True,False
S1002331,,2024-03-21,9,Mobile,Safari,Referral,/category,1,105,True,False
S1002332,14570,2024-09-26,10,Tablet,Chrome,Paid Search,/products,2,80,False,False
S1002333,,2024-05-14,11,Mobile,Firefox,Direct,/category,1,91,True,False
S1002334,,2024-07-11,16,Mobile,Firefox,Direct,/sale,1,22,True,False
S1002335,18398,2024-02-25,10,Desktop,Chrome,Paid Search,/,1,103,True,False
S1002336,,2024-03-23,20,Desktop,Chrome,Social,/category,1,30,True,False
S1002337,15590,2024-07-18,14,Desktop,Firefox,Paid Search,/category,2,162,False,False
S1002338,13931,2024-09-21,9,Desktop,Safari,Email,/products,1,70,True,False
S1002339,19777,2024-10-03,16,Desktop,Chrome,Social,/products,1,73,True,False
S1002340,,2024-04-29,13,Desktop,Firefox,Social,/sale,1,95,True,False
S1002341,,2024-03-28,8,Tablet,Chrome,Direct,/new-arrivals,1,23,True,False
S1002342,13897,2024-07-14,13,Tablet,Safari,Organic Search,/category,1,46,True,False
S1002343,,2024-08-27,11,Mobile,Safari,Organic Search,/products,1,93,True,False
S1002344,,2024-05-19,20,Mobile,Safari,Direct,/new-arrivals,1,71,True,False
S1002345,,2024-01-19,6,Tablet,Firefox,Direct,/sale,1,98,True,False
S1002346,,2024-06-20,15,Desktop,Chrome,Direct,/products,1,71,True,False
S1002347,,2024-10-07,0,Tablet,Chrome,Direct,/sale,1,70,True,False
S1002348,16468,2024-10-22,3,Desktop,Chrome,Direct,/new-arrivals,1,105,True,False
S1002349,12422,2024-04-12,8,Mobile,Safari,Organic Search,/new-arrivals,1,77,True,False
S1002350,,2024-01-18,12,Desktop,Chrome,Referral,/category,1,40,True,False
S1002351,12981,2024-09-26,19,Desktop,Chrome,Organic Search,/products,2,219,False,False
S1002352,16730,2024-09-13,19,Desktop,Chrome,Paid Search,/sale,1,69,True,False
S1002353,13210,2024-08-29,21,Mobile,Safari,Paid Search,/new-arrivals,1,118,True,False
S1002354,15860,2024-01-29,14,Desktop,Chrome,Paid Search,/category,1,32,True,False
S1002355,16709,2024-07-19,17,Desktop,Chrome,Organic Search,/,1,100,True,False
S1002356,,2024-07-16,11,Mobile,Safari,Email,/products,1,80,True,False
S1002357,,2024-09-24,15,Mobile,Chrome,Direct,/sale,1,51,True,False
S1002358,,2024-09-30,12,Mobile,Chrome,Email,/,1,65,True,False
S1002359,14848,2024-08-28,2,Mobile,Chrome,Paid Search,/new-arrivals,1,92,True,False
S1002360,,2024-02-18,20,Mobile,Chrome,Direct,/new-arrivals,1,113,True,False
S1002361,,2024-09-11,16,Mobile,Chrome,Organic Search,/products,1,53,True,False
S1002362,14490,2024-03-22,15,Mobile,Firefox,Paid Search,/category,3,111,False,False
S1002363,11619,2024-05-31,17,Desktop,Chrome,Organic Search,/,1,76,True,False
S1002364,19365,2024-07-05,15,Desktop,Other,Paid Search,/new-arrivals,1,100,True,False
S1002365,,2024-06-02,5,Mobile,Chrome,Email,/sale,1,101,True,False
S1002366,14204,2024-02-26,17,Desktop,Chrome,Paid Search,/products,1,119,True,False
S1002367,,2024-05-29,19,Desktop,Chrome,Direct,/category,1,90,True,False
S1002368,14065,2024-05-09,21,Desktop,Safari,Paid Search,/category,1,78,True,False
S1002369,13947,2024-01-25,10,Mobile,Chrome,Referral,/,1,88,True,False
S1002370,,2024-09-24,21,Mobile,Chrome,Paid Search,/sale,1,79,True,False
S1002371,,2024-07-28,20,Mobile,Firefox,Direct,/category,1,61,True,False
S1002372,17216,2024-05-20,9,Mobile,Chrome,Direct,/category,1,66,True,False
S1002373,,2024-06-15,11,Desktop,Chrome,Email,/category,2,161,False,False
S1002374,17197,2024-01-20,5,Desktop,Chrome,Direct,/category,9,541,False,False
S1002375,,2024-01-22,15,Mobile,Chrome,Email,/products,1,43,True,False
S1002376,16780,2024-07-09,6,Mobile,Firefox,Organic Search,/new-arrivals,1,49,True,False
S1002377,,2024-07-18,17,Desktop,Chrome,Social,/products,1,93,True,False
S1002378,19526,2024-06-25,7,Mobile,Chrome,Social,/category,3,151,False,False
S1002379,,2024-01-08,14,Desktop,Firefox,Email,/sale,1,104,True,False
S1002380,19036,2024-02-01,6,Mobile,Chrome,Email,/category,1,101,True,False
S1002381,13706,2024-09-14,23,Mobile,Safari,Direct,/,1,84,True,False
S1002382,18506,2024-09-15,11,Tablet,Edge,Direct,/new-arrivals,1,49,True,False
S1002383,,2024-10-07,21,Desktop,Chrome,Organic Search,/new-arrivals,3,191,False,False
S1002384,,2024-01-29,5,Mobile,Chrome,Social,/,1,39,True,False
S1002385,16905,2024-01-30,8,Tablet,Chrome,Social,/new-arrivals,1,27,True,False
S1002386,,2024-02-04,6,Mobile,Safari,Direct,/new-arrivals,1,78,True,False
S1002387,18334,2024-02-03,20,Desktop,Firefox,Direct,/new-arrivals,3,104,False,False
S1002388,,2024-07-13,7,Desktop,Chrome,Organic Search,/products,1,111,True,False
S1002389,,2024-02-02,15,Desktop,Chrome,Email,/category,1,90,True,False
S1002390,,2024-02-06,0,Mobile,Firefox,Direct,/category,1,81,True,False
S1002391,18070,2024-04-21,21,Desktop,Chrome,Direct,/category,1,38,True,False
S1002392,13014,2024-05-23,8,Mobile,Edge,Social,/,1,116,True,False
S1002393,,2024-03-26,9,Mobile,Chrome,Social,/sale,1,104,True,False
S1002394,19302,2024-05-04,1,Mobile,Chrome,Paid Search,/new-arrivals,1,55,True,False
S1002395,12870,2024-06-27,15,Mobile,Firefox,Direct,/category,8,881,False,False
S1002396,,2024-06-25,15,Mobile,Firefox,Organic Search,/new-arrivals,1,21,True,False
S1002397,12245,2024-02-16,5,Desktop,Safari,Direct,/,1,57,True,False
S1002398,,2024-08-01,16,Desktop,Chrome,Email,/products,1,52,True,False
S1002399,,2024-08-03,20,Desktop,Chrome,Direct,/category,2,151,False,False
S1002400,14011,2024-08-16,7,Mobile,Chrome,Organic Search,/new-arrivals,1,29,True,False
S1002401,13029,2024-04-26,2,Mobile,Edge,Organic Search,/products,1,44,True,False
S1002402,12587,2024-08-19,9,Desktop,Chrome,Social,/products,1,44,True,False
S1002403,,2024-07-10,1,Desktop,Chrome,Direct,/products,1,65,True,False
S1002404,13035,2024-10-31,11,Desktop,Firefox,Paid Search,/products,1,78,True,False
S1002405,,2024-07-04,9,Tablet,Chrome,Organic Search,/new-arrivals,1,43,True,False
S1002406,19063,2024-06-18,17,Mobile,Chrome,Email,/sale,3,111,False,False
S1002407,,2024-03-22,11,Mobile,Safari,Paid Search,/,1,113,True,False
S1002408,16071,2024-02-29,8,Mobile,Edge,Direct,/,1,98,True,False
S1002409,15571,2024-07-10,23,Mobile,Chrome,Social,/sale,2,142,False,False
S1002410,10520,2024-07-27,19,Mobile,Chrome,Organic Search,/products,1,89,True,False
S1002411,11314,2024-01-13,8,Tablet,Chrome,Social,/category,1,63,True,False
S1002412,,2024-04-16,13,Tablet,Chrome,Organic Search,/products,1,44,True,False
S1002413,,2024-05-14,9,Mobile,Chrome,Organic Search,/category,2,154,False,False
S1002414,17973,2024-01-13,7,Desktop,Firefox,Paid Search,/new-arrivals,1,71,True,False
S1002415,17032,2024-03-04,8,Desktop,Chrome,Direct,/,1,49,True,False
S1002416,,2024-03-22,18,Mobile,Chrome,Organic Search,/,1,32,True,False
S1002417,16989,2024-07-18,20,Mobile,Chrome,Direct,/sale,1,88,True,False
S1002418,12494,2024-03-17,13,Mobile,Safari,Social,/new-arrivals,1,26,True,False
S1002419,15716,2024-10-23,16,Mobile,Safari,Organic Search,/,1,44,True,False
S1002420,17165,2024-03-03,7,Desktop,Firefox,Paid Search,/category,1,84,True,False
S1002421,12617,2024-03-22,12,Mobile,Chrome,Organic Search,/new-arrivals,3,272,False,False
S1002422,,2024-09-26,9,Mobile,Chrome,Paid Search,/new-arrivals,1,103,True,False
S1002423,18486,2024-07-30,19,Mobile,Chrome,Direct,/category,1,72,True,False
S1002424,18070,2024-08-07,10,Mobile,Chrome,Paid Search,/sale,2,106,False,False
S1002425,14166,2024-01-15,9,Tablet,Chrome,Direct,/category,1,48,True,False
S1002426,,2024-01-10,14,Mobile,Chrome,Paid Search,/category,2,43,False,False
S1002427,,2024-09-29,8,Mobile,Edge,Paid Search,/sale,1,59,True,False
S1002428,,2024-03-09,11,Desktop,Safari,Direct,/,1,72,True,False
S1002429,,2024-03-15,11,Tablet,Edge,Direct,/products,3,86,False,False
S1002430,11770,2024-03-04,21,Mobile,Chrome,Organic Search,/category,1,69,True,False
S1002431,11424,2024-05-18,11,Mobile,Safari,Direct,/category,1,38,True,False
S1002432,15989,2024-03-05,11,Desktop,Chrome,Organic Search,/sale,1,93,True,False
S1002433,,2024-06-06,17,Tablet,Chrome,Social,/category,1,60,True,False
S1002434,,2024-01-02,8,Tablet,Chrome,Organic Search,/category,1,70,True,False
S1002435,18189,2024-05-08,23,Mobile,Chrome,Direct,/sale,1,114,True,False
S1002436,14880,2024-02-13,20,Mobile,Chrome,Email,/category,1,34,True,False
S1002437,19035,2024-09-07,9,Mobile,Safari,Organic Search,/,1,25,True,False
S1002438,12704,2024-01-23,17,Mobile,Chrome,Direct,/,1,94,True,False
S1002439,,2024-04-18,17,Mobile,Edge,Email,/new-arrivals,1,40,True,False
S1002440,15802,2024-01-19,18,Tablet,Chrome,Email,/products,1,38,True,False
S1002441,,2024-02-09,16,Mobile,Chrome,Direct,/,1,53,True,False
S1002442,13689,2024-10-12,19,Mobile,Chrome,Direct,/products,4,358,False,False
S1002443,19339,2024-09-17,9,Desktop,Edge,Organic Search,/category,2,43,False,False
S1002444,15154,2024-09-02,15,Tablet,Chrome,Organic Search,/sale,1,67,True,False
S1002445,11786,2024-07-14,19,Desktop,Other,Direct,/new-arrivals,1,41,True,False
S1002446,,2024-07-09,4,Mobile,Chrome,Organic Search,/products,1,90,True,False
S1002447,,2024-10-02,19,Mobile,Chrome,Direct,/,1,22,True,False
S1002448,18254,2024-07-22,16,Desktop,Chrome,Organic Search,/category,1,65,True,False
S1002449,17428,2024-06-03,13,Mobile,Chrome,Organic Search,/category,1,23,True,False
S1002450,12308,2024-07-04,17,Desktop,Chrome,Organic Search,/,2,121,False,False
S1002451,,2024-06-28,13,Desktop,Safari,Direct,/sale,1,41,True,False
S1002452,15082,2024-04-21,5,Mobile,Chrome,Organic Search,/,1,114,True,False
S1002453,,2024-09-04,7,Mobile,Chrome,Referral,/category,1,23,True,False
S1002454,,2024-03-22,19,Desktop,Safari,Social,/sale,1,70,True,False
S1002455,19359,2024-04-12,19,Desktop,Chrome,Direct,/,1,81,True,False
S1002456,19556,2024-02-25,18,Tablet,Chrome,Organic Search,/category,1,28,True,False
S1002457,13659,2024-01-19,19,Mobile,Chrome,Paid Search,/products,1,58,True,False
S1002458,17168,2024-07-06,11,Mobile,Safari,Organic Search,/products,1,43,True,False
S1002459,15303,2024-08-18,12,Mobile,Edge,Direct,/new-arrivals,1,38,True,False
S1002460,16135,2024-06-22,15,Desktop,Chrome,Organic Search,/,2,40,False,False
S1002461,11936,2024-09-03,20,Mobile,Chrome,Direct,/category,1,108,True,False
S1002462,16583,2024-01-15,15,Desktop,Edge,Organic Search,/new-arrivals,1,81,True,False
S1002463,14746,2024-03-20,12,Mobile,Chrome,Social,/products,1,52,True,False
S1002464,,2024-08-26,12,Desktop,Chrome,Paid Search,/,1,97,True,False
S1002465,11276,2024-10-01,17,Mobile,Chrome,Direct,/sale,2,223,False,False
S1002466,,2024-08-01,14,Mobile,Edge,Organic Search,/products,1,93,True,False
S1002467,,2024-10-12,14,Mobile,Chrome,Direct,/category,1,69,True,False
S1002468,11512,2024-03-31,8,Mobile,Chrome,Direct,/category,1,35,True,False
S1002469,,2024-01-23,10,Desktop,Chrome,Paid Search,/,2,141,False,False
S1002470,13972,2024-08-25,10,Desktop,Safari,Organic Search,/category,2,135,False,False
S1002471,11318,2024-08-10,9,Mobile,Chrome,Email,/new-arrivals,1,24,True,False
S1002472,17091,2024-07-22,7,Mobile,Firefox,Organic Search,/category,1,67,True,False
S1002473,10188,2024-06-08,14,Desktop,Chrome,Email,/new-arrivals,2,139,False,False
S1002474,16951,2024-07-07,6,Desktop,Firefox,Email,/products,2,180,False,False
S1002475,12457,2024-07-06,1,Mobile,Chrome,Paid Search,/,1,84,True,False
S1002476,11007,2024-04-29,6,Desktop,Safari,Organic Search,/sale,1,90,True,False
S1002477,,2024-01-28,16,Mobile,Chrome,Direct,/products,1,74,True,False
S1002478,17280,2024-02-10,17,Desktop,Chrome,Social,/new-arrivals,2,211,False,False
S1002479,,2024-04-21,7,Desktop,Chrome,Direct,/sale,1,67,True,False
S1002480,,2024-06-10,13,Mobile,Chrome,Direct,/category,1,98,True,False
S1002481,,2024-06-12,23,Mobile,Chrome,Social,/new-arrivals,1,84,True,False
S1002482,,2024-08-31,21,Desktop,Chrome,Direct,/,1,33,True,False
S1002483,15709,2024-05-15,3,Mobile,Safari,Organic Search,/category,1,79,True,False
S1002484,15949,2024-09-01,14,Desktop,Chrome,Organic Search,/,1,32,True,False
S1002485,12840,2024-02-19,13,Mobile,Chrome,Paid Search,/sale,1,74,True,False
S1002486,10387,2024-07-03,9,Mobile,Chrome,Referral,/,6,189,False,False
S1002487,14672,2024-02-16,1,Desktop,Safari,Organic Search,/sale,3,108,False,False
S1002488,19521,2024-08-05,14,Mobile,Chrome,Email,/,1,35,True,False
S1002489,,2024-03-13,19,Mobile,Firefox,Email,/products,1,46,True,False
S1002490,18318,2024-08-13,6,Mobile,Safari,Organic Search,/sale,1,51,True,False
S1002491,,2024-09-11,6,Tablet,Chrome,Organic Search,/products,3,186,False,False
S1002492,19154,2024-10-22,14,Desktop,Chrome,Referral,/products,1,65,True,False
S1002493,16954,2024-06-29,23,Mobile,Edge,Organic Search,/new-arrivals,1,93,True,False
S1002494,,2024-08-19,12,Mobile,Safari,Paid Search,/products,1,106,True,False
S1002495,,2024-03-23,23,Mobile,Chrome,Organic Search,/new-arrivals,1,90,True,False
S1002496,18082,2024-04-27,16,Mobile,Safari,Organic Search,/products,1,61,True,False
S1002497,17155,2024-07-08,10,Mobile,Safari,Direct,/products,1,43,True,False
S1002498,,2024-10-13,10,Desktop,Firefox,Organic Search,/new-arrivals,1,30,True,False
S1002499,10125,2024-08-19,19,Mobile,Chrome,Direct,/sale,1,20,True,False
S1002500,11690,2024-10-20,11,Mobile,Chrome,Paid Search,/category,1,79,True,False
S1002501,14101,2024-01-14,6,Mobile,Chrome,Organic Search,/,1,76,True,False
S1002502,,2024-07-31,8,Mobile,Chrome,Organic Search,/,1,96,True,False
S1002503,19588,2024-09-27,7,Mobile,Safari,Organic Search,/new-arrivals,1,46,True,False
S1002504,16002,2024-03-26,7,Mobile,Firefox,Direct,/sale,1,91,True,False
S1002505,11698,2024-02-06,11,Mobile,Edge,Email,/,1,58,True,False
S1002506,15458,2024-09-11,3,Desktop,Safari,Paid Search,/products,1,74,True,False
S1002507,,2024-02-04,8,Desktop,Chrome,Paid Search,/products,1,33,True,False
S1002508,15315,2024-07-29,16,Mobile,Chrome,Paid Search,/sale,1,114,True,False
S1002509,10896,2024-07-25,17,Desktop,Chrome,Paid Search,/sale,2,162,False,False
S1002510,,2024-02-18,12,Mobile,Chrome,Email,/products,1,118,True,False
S1002511,17816,2024-08-25,18,Mobile,Chrome,Referral,/category,1,48,True,False
S1002512,,2024-03-25,15,Mobile,Chrome,Paid Search,/new-arrivals,1,88,True,False
S1002513,16740,2024-03-15,15,Mobile,Chrome,Social,/products,1,84,True,False
S1002514,,2024-02-18,11,Desktop,Firefox,Direct,/category,1,32,True,False
S1002515,,2024-05-13,8,Desktop,Other,Paid Search,/,1,49,True,False
S1002516,10690,2024-03-05,4,Tablet,Chrome,Organic Search,/new-arrivals,1,28,True,False
S1002517,,2024-05-27,16,Desktop,Safari,Organic Search,/,1,28,True,False
S1002518,,2024-05-15,23,Desktop,Chrome,Direct,/products,1,74,True,False
S1002519,18798,2024-04-26,18,Tablet,Edge,Organic Search,/category,1,37,True,False
S1002520,,2024-08-28,10,Mobile,Chrome,Paid Search,/,6,475,False,False
S1002521,11072,2024-01-27,18,Desktop,Chrome,Direct,/category,1,51,True,False
S1002522,,2024-03-31,20,Mobile,Firefox,Organic Search,/,2,184,False,False
S1002523,13907,2024-01-10,12,Mobile,Chrome,Direct,/category,1,24,True,False
S1002524,,2024-07-03,14,Desktop,Chrome,Organic Search,/,1,47,True,False
S1002525,10555,2024-03-04,17,Mobile,Safari,Organic Search,/category,1,47,True,False
S1002526,17411,2024-02-10,3,Mobile,Edge,Organic Search,/category,4,289,False,False
S1002527,10518,2024-02-20,14,Mobile,Safari,Organic Search,/,1,83,True,False
S1002528,,2024-09-18,11,Mobile,Chrome,Email,/category,1,47,True,False
S1002529,13863,2024-03-30,9,Desktop,Chrome,Direct,/category,1,118,True,False
S1002530,11539,2024-04-07,9,Mobile,Chrome,Paid Search,/new-arrivals,3,60,False,False
S1002531,19655,2024-09-30,15,Mobile,Edge,Organic Search,/category,1,66,True,False
S1002532,,2024-05-17,21,Desktop,Chrome,Paid Search,/products,1,83,True,False
S1002533,16232,2024-01-19,13,Mobile,Chrome,Organic Search,/category,1,90,True,False
S1002534,10978,2024-07-12,6,Mobile,Firefox,Organic Search,/products,1,114,True,False
S1002535,15649,2024-05-06,8,Tablet,Chrome,Paid Search,/products,1,54,True,False
S1002536,,2024-06-15,14,Mobile,Chrome,Referral,/,2,152,False,False
S1002537,,2024-03-07,2,Mobile,Chrome,Paid Search,/,1,33,True,False
S1002538,17914,2024-01-06,15,Mobile,Safari,Email,/products,1,64,True,False
S1002539,18404,2024-03-13,15,Mobile,Firefox,Organic Search,/sale,1,45,True,False
