ticket_id,customer_id,created_date,category,priority,status,resolved_date,resolution_hours,satisfaction_score,agent_id
TKT100566,14485,2024-10-23 00:00:00,Technical,Medium,Resolved,2024-10-25 22:00:00,70,,AGT011
TKT100567,15538,2024-06-12 00:00:00,Shipping,Low,Closed,2024-06-16 07:00:00,103,5,AGT018
TKT100568,16652,2024-09-12 00:00:00,Other,Medium,Resolved,2024-09-14 08:00:00,56,,AGT012
TKT100569,11907,2024-01-23 00:00:00,Returns,High,Resolved,2024-01-23 10:00:00,10,,AGT001
TKT100570,14298,2024-06-03 00:00:00,Payment,Medium,Resolved,2024-06-05 12:00:00,60,,AGT016
TKT100571,10483,2024-02-11 00:00:00,Technical,High,Open,,,,AGT014
TKT100572,16549,2024-10-16 00:00:00,Product Query,Medium,Closed,2024-10-18 02:00:00,50,1,AGT008
TKT100573,19409,2024-10-06 00:00:00,Product Query,Medium,Resolved,2024-10-08 14:00:00,62,,AGT019
TKT100574,16062,2024-08-23 00:00:00,Order Issue,Urgent,Closed,2024-08-23 03:00:00,3,5,AGT002
TKT100575,10622,2024-05-02 00:00:00,Product Query,Medium,Resolved,2024-05-04 06:00:00,54,,AGT004
TKT100576,10109,2024-06-21 00:00:00,Payment,Low,Closed,2024-06-26 04:00:00,124,3,AGT018
TKT100577,16198,2024-08-30 00:00:00,Returns,High,Closed,2024-08-30 06:00:00,6,2,AGT015
TKT100578,14213,2024-05-04 00:00:00,Shipping,High,Open,,,,AGT004
TKT100579,11902,2024-04-02 00:00:00,Product Query,Medium,Closed,2024-04-04 18:00:00,66,1,AGT019
TKT100580,16836,2024-08-06 00:00:00,Technical,Medium,Closed,2024-08-08 12:00:00,60,5,AGT012
TKT100581,17709,2024-02-13 00:00:00,Payment,High,Closed,2024-02-13 16:00:00,16,3,AGT020
TKT100582,19834,2024-04-29 00:00:00,Order Issue,Medium,Resolved,2024-05-01 23:00:00,71,,AGT015
TKT100583,15699,2024-02-04 00:00:00,Returns,Low,Resolved,2024-02-08 02:00:00,98,,AGT014
TKT100584,19992,2024-02-18 00:00:00,Technical,High,Resolved,2024-02-18 22:00:00,22,,AGT007
TKT100585,18851,2024-01-19 00:00:00,Product Query,Medium,Closed,2024-01-19 22:00:00,22,3,AGT020
TKT100586,17604,2024-07-25 00:00:00,Shipping,Urgent,Closed,2024-07-25 01:00:00,1,1,AGT015
TKT100587,14102,2024-07-21 00:00:00,Order Issue,Low,Closed,2024-07-24 07:00:00,79,5,AGT017
TKT100588,12030,2024-06-08 00:00:00,Technical,Medium,Open,,,,AGT008
TKT100589,14989,2024-01-11 00:00:00,Order Issue,Low,In Progress,,,,AGT010
TKT100590,17204,2024-03-06 00:00:00,Order Issue,Low,Closed,2024-03-08 09:00:00,57,3,AGT014
TKT100591,10628,2024-10-31 00:00:00,Order Issue,High,Closed,2024-10-31 17:00:00,17,1,AGT008
TKT100592,11939,2024-10-31 00:00:00,Payment,High,Open,,,,AGT002
TKT100593,17246,2024-01-31 00:00:00,Product Query,Medium,In Progress,,,,AGT001
TKT100594,14376,2024-08-12 00:00:00,Payment,High,Closed,2024-08-12 08:00:00,8,5,AGT010
TKT100595,17036,2024-06-15 00:00:00,Product Query,Low,Closed,2024-06-19 06:00:00,102,4,AGT001
TKT100596,12325,2024-08-08 00:00:00,Product Query,Medium,Open,,,,AGT002
TKT100597,11005,2024-09-22 00:00:00,Returns,Low,Closed,2024-09-26 07:00:00,103,2,AGT002
TKT100598,17323,2024-10-08 00:00:00,Payment,Medium,Closed,2024-10-09 05:00:00,29,5,AGT018
TKT100599,17084,2024-04-26 00:00:00,Returns,Low,Resolved,2024-05-01 01:00:00,121,,AGT002
TKT100600,11692,2024-04-02 00:00:00,Order Issue,Urgent,Closed,2024-04-02 02:00:00,2,1,AGT012
TKT100601,10923,2024-10-18 00:00:00,Order Issue,Medium,Closed,2024-10-19 23:00:00,47,1,AGT016
TKT100602,12093,2024-07-31 00:00:00,Shipping,Low,Closed,2024-08-05 15:00:00,135,1,AGT014
TKT100603,13532,2024-09-10 00:00:00,Shipping,Medium,Closed,2024-09-10 22:00:00,22,4,AGT013
TKT100604,14659,2024-02-22 00:00:00,Order Issue,Medium,Closed,2024-02-23 09:00:00,33,2,AGT006
TKT100605,11512,2024-07-07 00:00:00,Other,Medium,Resolved,2024-07-09 15:00:00,63,,AGT005
TKT100606,11272,2024-09-26 00:00:00,Order Issue,Medium,Closed,2024-09-28 19:00:00,67,3,AGT020
TKT100607,14823,2024-01-31 00:00:00,Product Query,Medium,Closed,2024-02-01 13:00:00,37,3,AGT017
TKT100608,10432,2024-06-03 00:00:00,Technical,High,Resolved,2024-06-03 23:00:00,23,,AGT010
TKT100609,13367,2024-06-01 00:00:00,Order Issue,Medium,Resolved,2024-06-02 00:00:00,24,,AGT010
TKT100610,17826,2024-03-27 00:00:00,Product Query,Medium,Open,,,,AGT003
TKT100611,14471,2024-04-17 00:00:00,Technical,Medium,In Progress,,,,AGT006
TKT100612,14374,2024-09-23 00:00:00,Order Issue,Medium,Closed,2024-09-25 17:00:00,65,1,AGT004
TKT100613,18326,2024-02-06 00:00:00,Order Issue,Medium,In Progress,,,,AGT019
TKT100614,16613,2024-10-22 00:00:00,Payment,Medium,Closed,2024-10-23 15:00:00,39,3,AGT011
TKT100615,10080,2024-05-19 00:00:00,Payment,Low,Closed,2024-05-20 02:00:00,26,3,AGT016
TKT100616,14964,2024-09-28 00:00:00,Payment,Low,Closed,2024-10-03 03:00:00,123,5,AGT019
TKT100617,19178,2024-05-11 00:00:00,Technical,Medium,Resolved,2024-05-12 22:00:00,46,,AGT016
TKT100618,12459,2024-09-08 00:00:00,Payment,High,Resolved,2024-09-08 09:00:00,9,,AGT006
TKT100619,10432,2024-07-16 00:00:00,Payment,Medium,Resolved,2024-07-18 12:00:00,60,,AGT004
TKT100620,17832,2024-01-01 00:00:00,Product Query,Medium,Resolved,2024-01-03 11:00:00,59,,AGT002
TKT100621,10714,2024-04-16 00:00:00,Returns,Low,Closed,2024-04-18 12:00:00,60,5,AGT013
TKT100622,12325,2024-03-26 00:00:00,Product Query,Medium,Resolved,2024-03-28 08:00:00,56,,AGT003
TKT100623,16836,2024-04-23 00:00:00,Technical,Urgent,Closed,2024-04-23 01:00:00,1,1,AGT018
TKT100624,14144,2024-09-01 00:00:00,Product Query,Medium,Closed,2024-09-01 21:00:00,21,1,AGT018
TKT100625,12508,2024-09-03 00:00:00,Order Issue,Medium,Resolved,2024-09-05 20:00:00,68,,AGT020
TKT100626,19919,2024-02-12 00:00:00,Returns,High,Closed,2024-02-12 04:00:00,4,3,AGT002
TKT100627,18359,2024-01-07 00:00:00,Order Issue,Low,In Progress,,,,AGT009
TKT100628,17578,2024-03-14 00:00:00,Order Issue,Low,Closed,2024-03-16 08:00:00,56,5,AGT019
TKT100629,17414,2024-06-10 00:00:00,Shipping,Medium,Closed,2024-06-12 22:00:00,70,1,AGT011
TKT100630,14692,2024-07-21 00:00:00,Other,Medium,Closed,2024-07-23 19:00:00,67,3,AGT009
TKT100631,16052,2024-02-16 00:00:00,Shipping,Medium,Open,,,,AGT018
TKT100632,16686,2024-03-14 00:00:00,Product Query,Medium,Closed,2024-03-14 22:00:00,22,1,AGT019
TKT100633,16556,2024-06-19 00:00:00,Other,Medium,Open,,,,AGT001
TKT100634,12645,2024-06-24 00:00:00,Other,Low,Closed,2024-06-29 08:00:00,128,1,AGT001
TKT100635,19773,2024-07-03 00:00:00,Product Query,Low,Resolved,2024-07-07 23:00:00,119,,AGT009
TKT100636,14556,2024-02-14 00:00:00,Order Issue,Low,In Progress,,,,AGT007
TKT100637,14243,2024-08-27 00:00:00,Product Query,Low,Resolved,2024-09-01 18:00:00,138,,AGT008
TKT100638,17041,2024-09-14 00:00:00,Order Issue,Low,Closed,2024-09-16 22:00:00,70,3,AGT020
TKT100639,14019,2024-08-21 00:00:00,Other,Medium,Open,,,,AGT014
TKT100640,14376,2024-01-02 00:00:00,Shipping,High,Resolved,2024-01-02 06:00:00,6,,AGT017
TKT100641,15109,2024-08-08 00:00:00,Returns,Medium,Closed,2024-08-09 10:00:00,34,2,AGT001
TKT100642,14659,2024-04-30 00:00:00,Shipping,Low,Closed,2024-05-04 20:00:00,116,3,AGT020
TKT100643,19291,2024-09-09 00:00:00,Payment,Medium,Closed,2024-09-09 13:00:00,13,2,AGT009
TKT100644,15267,2024-02-22 00:00:00,Shipping,High,Resolved,2024-02-22 05:00:00,5,,AGT007
TKT100645,16490,2024-03-11 00:00:00,Payment,Medium,Resolved,2024-03-11 16:00:00,16,,AGT015
TKT100646,12078,2024-06-26 00:00:00,Shipping,Low,Closed,2024-06-28 06:00:00,54,2,AGT019
TKT100647,16027,2024-09-17 00:00:00,Order Issue,Medium,Closed,2024-09-18 10:00:00,34,4,AGT018
TKT100648,14365,2024-05-06 00:00:00,Shipping,Medium,Open,,,,AGT016
TKT100649,14835,2024-05-23 00:00:00,Product Query,Medium,In Progress,,,,AGT011
TKT100650,15670,2024-09-13 00:00:00,Order Issue,Medium,Resolved,2024-09-14 21:00:00,45,,AGT020
TKT100651,10628,2024-08-07 00:00:00,Payment,Medium,Resolved,2024-08-08 05:00:00,29,,AGT008
TKT100652,17044,2024-02-05 00:00:00,Shipping,High,Resolved,2024-02-05 18:00:00,18,,AGT010
TKT100653,11405,2024-02-10 00:00:00,Shipping,High,In Progress,,,,AGT016
TKT100654,11120,2024-05-03 00:00:00,Order Issue,High,Closed,2024-05-03 13:00:00,13,4,AGT001
TKT100655,10722,2024-09-01 00:00:00,Returns,Medium,Closed,2024-09-03 19:00:00,67,4,AGT006
TKT100656,17574,2024-10-04 00:00:00,Order Issue,High,In Progress,,,,AGT012
TKT100657,11418,2024-08-02 00:00:00,Order Issue,High,Resolved,2024-08-02 11:00:00,11,,AGT006
TKT100658,12068,2024-10-10 00:00:00,Returns,Medium,Closed,2024-10-12 20:00:00,68,5,AGT002
TKT100659,13325,2024-03-01 00:00:00,Order Issue,Low,Closed,2024-03-04 19:00:00,91,3,AGT012
TKT100660,16174,2024-10-11 00:00:00,Shipping,High,Closed,2024-10-11 16:00:00,16,5,AGT012
TKT100661,10899,2024-07-08 00:00:00,Returns,Medium,Resolved,2024-07-08 23:00:00,23,,AGT014
TKT100662,10570,2024-08-18 00:00:00,Payment,Low,Closed,2024-08-22 12:00:00,108,3,AGT004
TKT100663,18361,2024-06-16 00:00:00,Product Query,Medium,In Progress,,,,AGT009
TKT100664,12159,2024-03-11 00:00:00,Returns,Medium,In Progress,,,,AGT005
TKT100665,13472,2024-02-25 00:00:00,Order Issue,Medium,Resolved,2024-02-26 08:00:00,32,,AGT012
TKT100666,11285,2024-04-26 00:00:00,Payment,Low,Resolved,2024-04-28 03:00:00,51,,AGT015
TKT100667,18838,2024-04-04 00:00:00,Technical,Medium,In Progress,,,,AGT004
TKT100668,16038,2024-10-18 00:00:00,Shipping,Medium,Closed,2024-10-19 03:00:00,27,3,AGT013
TKT100669,11731,2024-03-02 00:00:00,Technical,Medium,Closed,2024-03-04 14:00:00,62,3,AGT002
TKT100670,17760,2024-07-15 00:00:00,Payment,High,Resolved,2024-07-15 10:00:00,10,,AGT001
TKT100671,19587,2024-10-24 00:00:00,Other,Medium,Closed,2024-10-24 15:00:00,15,1,AGT012
TKT100672,17125,2024-08-18 00:00:00,Order Issue,Medium,Resolved,2024-08-20 07:00:00,55,,AGT006
TKT100673,12325,2024-02-27 00:00:00,Shipping,High,Resolved,2024-02-27 13:00:00,13,,AGT010
TKT100674,18264,2024-09-15 00:00:00,Shipping,High,Closed,2024-09-15 19:00:00,19,4,AGT006
TKT100675,12294,2024-10-02 00:00:00,Technical,High,In Progress,,,,AGT002
TKT100676,14474,2024-02-12 00:00:00,Product Query,Low,Resolved,2024-02-17 10:00:00,130,,AGT019
TKT100677,14395,2024-02-05 00:00:00,Product Query,High,Closed,2024-02-05 11:00:00,11,3,AGT005
TKT100678,15582,2024-10-10 00:00:00,Returns,Medium,Closed,2024-10-12 06:00:00,54,1,AGT001
TKT100679,13470,2024-06-09 00:00:00,Returns,High,Closed,2024-06-09 09:00:00,9,2,AGT020
TKT100680,10466,2024-06-04 00:00:00,Returns,High,Closed,2024-06-04 07:00:00,7,1,AGT006
TKT100681,12443,2024-06-25 00:00:00,Other,Low,Closed,2024-06-28 12:00:00,84,2,AGT007
TKT100682,12932,2024-03-12 00:00:00,Technical,Low,Open,,,,AGT003
TKT100683,14258,2024-01-29 00:00:00,Order Issue,Medium,Closed,2024-01-30 07:00:00,31,5,AGT004
TKT100684,17158,2024-03-18 00:00:00,Returns,Low,In Progress,,,,AGT017
TKT100685,14097,2024-03-12 00:00:00,Product Query,High,In Progress,,,,AGT003
TKT100686,19568,2024-08-16 00:00:00,Payment,High,Resolved,2024-08-16 18:00:00,18,,AGT017
TKT100687,12321,2024-04-10 00:00:00,Payment,Medium,Closed,2024-04-12 14:00:00,62,3,AGT019
TKT100688,15332,2024-04-23 00:00:00,Returns,High,Closed,2024-04-23 11:00:00,11,3,AGT017
TKT100689,18989,2024-09-05 00:00:00,Payment,Medium,Closed,2024-09-07 19:00:00,67,4,AGT009
TKT100690,16380,2024-06-26 00:00:00,Order Issue,Medium,Resolved,2024-06-27 13:00:00,37,,AGT012
TKT100691,19919,2024-06-16 00:00:00,Product Query,Low,Resolved,2024-06-18 07:00:00,55,,AGT017
TKT100692,15166,2024-04-27 00:00:00,Technical,Medium,In Progress,,,,AGT006
TKT100693,13924,2024-09-16 00:00:00,Shipping,High,Resolved,2024-09-16 17:00:00,17,,AGT002
TKT100694,12127,2024-10-15 00:00:00,Product Query,Medium,In Progress,,,,AGT015
TKT100695,19117,2024-03-18 00:00:00,Order Issue,Low,Resolved,2024-03-21 05:00:00,77,,AGT007
TKT100696,13596,2024-08-16 00:00:00,Order Issue,Urgent,Closed,2024-08-16 05:00:00,5,1,AGT013
TKT100697,16879,2024-06-08 00:00:00,Product Query,Medium,Closed,2024-06-10 03:00:00,51,3,AGT009
TKT100698,15831,2024-01-03 00:00:00,Product Query,Low,Resolved,2024-01-07 07:00:00,103,,AGT001
TKT100699,19081,2024-04-07 00:00:00,Order Issue,Medium,Resolved,2024-04-09 02:00:00,50,,AGT011
TKT100700,19272,2024-03-06 00:00:00,Product Query,Low,Closed,2024-03-10 23:00:00,119,3,AGT017
TKT100701,13637,2024-05-06 00:00:00,Product Query,High,Resolved,2024-05-06 07:00:00,7,,AGT004
TKT100702,10563,2024-08-09 00:00:00,Returns,Low,Closed,2024-08-13 16:00:00,112,4,AGT018
TKT100703,19144,2024-07-09 00:00:00,Returns,High,Closed,2024-07-09 06:00:00,6,2,AGT008
TKT100704,13074,2024-09-11 00:00:00,Returns,Medium,In Progress,,,,AGT003
TKT100705,13091,2024-04-17 00:00:00,Order Issue,Medium,In Progress,,,,AGT005
TKT100706,16917,2024-03-21 00:00:00,Technical,Medium,Closed,2024-03-22 14:00:00,38,2,AGT010
TKT100707,18374,2024-08-31 00:00:00,Technical,Low,Closed,2024-09-05 04:00:00,124,2,AGT005
TKT100708,12736,2024-02-01 00:00:00,Order Issue,High,Closed,2024-02-01 17:00:00,17,1,AGT020
TKT100709,19287,2024-02-10 00:00:00,Order Issue,Low,Resolved,2024-02-12 00:00:00,48,,AGT006
TKT100710,19298,2024-04-14 00:00:00,Other,Low,Resolved,2024-04-16 10:00:00,58,,AGT019
TKT100711,13363,2024-02-22 00:00:00,Payment,Medium,Resolved,2024-02-24 00:00:00,48,,AGT003
TKT100712,16436,2024-10-30 00:00:00,Order Issue,High,Resolved,2024-10-30 09:00:00,9,,AGT006
TKT100713,14473,2024-04-08 00:00:00,Technical,Medium,In Progress,,,,AGT008
TKT100714,13873,2024-06-26 00:00:00,Product Query,Medium,In Progress,,,,AGT018
TKT100715,13512,2024-03-16 00:00:00,Product Query,Low,Closed,2024-03-19 21:00:00,93,2,AGT020
TKT100716,14725,2024-01-13 00:00:00,Other,Medium,Closed,2024-01-13 19:00:00,19,1,AGT014
TKT100717,15422,2024-01-22 00:00:00,Order Issue,Low,Resolved,2024-01-27 22:00:00,142,,AGT013
TKT100718,13638,2024-10-30 00:00:00,Order Issue,Low,Closed,2024-11-01 14:00:00,62,5,AGT014
TKT100719,16963,2024-08-09 00:00:00,Shipping,Medium,Closed,2024-08-11 11:00:00,59,2,AGT005
TKT100720,11002,2024-03-15 00:00:00,Product Query,Medium,Closed,2024-03-16 11:00:00,35,2,AGT013
TKT100721,13825,2024-10-16 00:00:00,Technical,Low,Closed,2024-10-19 23:00:00,95,2,AGT018
TKT100722,12196,2024-04-22 00:00:00,Order Issue,Medium,Open,,,,AGT002
TKT100723,15457,2024-05-15 00:00:00,Other,Urgent,Closed,2024-05-15 05:00:00,5,2,AGT011
TKT100724,10310,2024-07-09 00:00:00,Order Issue,Medium,Resolved,2024-07-11 09:00:00,57,,AGT008
TKT100725,18891,2024-01-27 00:00:00,Other,High,Closed,2024-01-27 15:00:00,15,4,AGT013
TKT100726,13823,2024-05-09 00:00:00,Product Query,Urgent,Closed,2024-05-09 05:00:00,5,5,AGT004
TKT100727,19500,2024-01-19 00:00:00,Returns,Medium,Open,,,,AGT019
TKT100728,13682,2024-04-20 00:00:00,Product Query,Low,Closed,2024-04-23 13:00:00,85,3,AGT009
TKT100729,17162,2024-05-02 00:00:00,Technical,High,Closed,2024-05-02 23:00:00,23,3,AGT011
TKT100730,13556,2024-06-19 00:00:00,Order Issue,Medium,Closed,2024-06-20 13:00:00,37,2,AGT003
TKT100731,12859,2024-02-11 00:00:00,Payment,Urgent,Resolved,2024-02-11 02:00:00,2,,AGT010
TKT100732,10628,2024-08-03 00:00:00,Returns,Low,Closed,2024-08-07 17:00:00,113,1,AGT016
TKT100733,18296,2024-09-12 00:00:00,Product Query,Medium,Closed,2024-09-13 07:00:00,31,4,AGT007
TKT100734,19304,2024-06-14 00:00:00,Order Issue,Low,Resolved,2024-06-18 10:00:00,106,,AGT007
TKT100735,11320,2024-04-13 00:00:00,Payment,Low,Resolved,2024-04-15 11:00:00,59,,AGT006
TKT100736,11608,2024-06-17 00:00:00,Order Issue,Low,Resolved,2024-06-22 00:00:00,120,,AGT012
TKT100737,15019,2024-09-10 00:00:00,Order Issue,Low,Closed,2024-09-15 01:00:00,121,3,AGT010
TKT100738,19746,2024-05-17 00:00:00,Payment,Low,Resolved,2024-05-19 14:00:00,62,,AGT009
TKT100739,12637,2024-02-10 00:00:00,Product Query,High,Resolved,2024-02-10 06:00:00,6,,AGT003
TKT100740,16126,2024-01-10 00:00:00,Product Query,Low,Closed,2024-01-11 06:00:00,30,5,AGT003
TKT100741,12533,2024-01-12 00:00:00,Technical,Urgent,Closed,2024-01-12 02:00:00,2,2,AGT019
TKT100742,15180,2024-05-09 00:00:00,Shipping,Medium,Closed,2024-05-11 05:00:00,53,5,AGT019
TKT100743,11418,2024-09-04 00:00:00,Payment,High,Closed,2024-09-04 22:00:00,22,3,AGT004
TKT100744,19121,2024-06-27 00:00:00,Returns,Medium,Closed,2024-06-29 15:00:00,63,2,AGT007
TKT100745,14867,2024-01-23 00:00:00,Shipping,Medium,Resolved,2024-01-25 07:00:00,55,,AGT004
TKT100746,12944,2024-02-28 00:00:00,Shipping,Low,Closed,2024-02-29 14:00:00,38,2,AGT015
TKT100747,19414,2024-02-12 00:00:00,Returns,Medium,Resolved,2024-02-12 15:00:00,15,,AGT009
TKT100748,13849,2024-02-05 00:00:00,Returns,Medium,Closed,2024-02-05 20:00:00,20,3,AGT001
TKT100749,12056,2024-04-12 00:00:00,Other,High,In Progress,,,,AGT007
TKT100750,12577,2024-06-05 00:00:00,Product Query,Medium,Closed,2024-06-06 08:00:00,32,4,AGT017
TKT100751,10997,2024-06-04 00:00:00,Returns,Medium,Closed,2024-06-06 02:00:00,50,2,AGT004
TKT100752,14868,2024-07-30 00:00:00,Payment,Low,In Progress,,,,AGT010
TKT100753,17677,2024-01-31 00:00:00,Returns,High,Resolved,2024-01-31 12:00:00,12,,AGT012
TKT100754,18795,2024-10-29 00:00:00,Payment,Medium,Open,,,,AGT015
TKT100755,16051,2024-09-22 00:00:00,Returns,Medium,Closed,2024-09-24 19:00:00,67,1,AGT013
TKT100756,16528,2024-10-10 00:00:00,Product Query,Medium,Closed,2024-10-12 16:00:00,64,2,AGT008
TKT100757,17356,2024-07-29 00:00:00,Payment,High,Resolved,2024-07-29 10:00:00,10,,AGT008
TKT100758,19169,2024-07-20 00:00:00,Payment,Medium,Closed,2024-07-20 18:00:00,18,2,AGT020
TKT100759,14105,2024-01-11 00:00:00,Returns,Medium,Closed,2024-01-13 13:00:00,61,5,AGT002
TKT100760,11791,2024-05-28 00:00:00,Order Issue,Medium,Closed,2024-05-28 13:00:00,13,5,AGT006
TKT100761,16702,2024-08-26 00:00:00,Order Issue,Medium,Open,,,,AGT004
TKT100762,15439,2024-08-02 00:00:00,Shipping,Medium,Resolved,2024-08-03 21:00:00,45,,AGT002
TKT100763,15298,2024-08-22 00:00:00,Payment,High,In Progress,,,,AGT006
TKT100764,12381,2024-01-23 00:00:00,Other,High,In Progress,,,,AGT005
TKT100765,18430,2024-06-13 00:00:00,Product Query,Medium,Closed,2024-06-15 13:00:00,61,3,AGT001
TKT100766,10679,2024-10-02 00:00:00,Product Query,Medium,Closed,2024-10-03 19:00:00,43,3,AGT020
TKT100767,13570,2024-09-25 00:00:00,Returns,Medium,In Progress,,,,AGT004
TKT100768,12341,2024-10-25 00:00:00,Order Issue,Medium,Resolved,2024-10-25 17:00:00,17,,AGT018
TKT100769,17097,2024-09-18 00:00:00,Returns,Low,Closed,2024-09-19 16:00:00,40,3,AGT011
TKT100770,12688,2024-07-16 00:00:00,Order Issue,Urgent,Closed,2024-07-16 01:00:00,1,4,AGT007
TKT100771,12608,2024-04-21 00:00:00,Technical,Medium,Closed,2024-04-23 19:00:00,67,1,AGT005
TKT100772,16864,2024-01-04 00:00:00,Other,Medium,Closed,2024-01-06 18:00:00,66,3,AGT014
TKT100773,11605,2024-06-30 00:00:00,Payment,Low,Resolved,2024-07-04 00:00:00,96,,AGT020
TKT100774,11120,2024-03-11 00:00:00,Payment,Low,Resolved,2024-03-16 20:00:00,140,,AGT007
TKT100775,10553,2024-07-03 00:00:00,Product Query,Medium,Open,,,,AGT016
TKT100776,17417,2024-10-16 00:00:00,Product Query,Low,Closed,2024-10-19 16:00:00,88,3,AGT020
TKT100777,13182,2024-06-12 00:00:00,Shipping,Medium,Open,,,,AGT003
TKT100778,12397,2024-01-13 00:00:00,Technical,Medium,Closed,2024-01-15 16:00:00,64,5,AGT002
TKT100779,16998,2024-08-18 00:00:00,Order Issue,Medium,Resolved,2024-08-20 06:00:00,54,,AGT020
TKT100780,12985,2024-05-05 00:00:00,Returns,Low,Closed,2024-05-10 05:00:00,125,4,AGT004
TKT100781,19799,2024-04-18 00:00:00,Payment,Medium,Resolved,2024-04-19 13:00:00,37,,AGT003
TKT100782,10138,2024-02-05 00:00:00,Order Issue,Medium,In Progress,,,,AGT012
TKT100783,17251,2024-06-07 00:00:00,Shipping,Low,Resolved,2024-06-12 09:00:00,129,,AGT013
TKT100784,16831,2024-09-03 00:00:00,Payment,Medium,Closed,2024-09-03 15:00:00,15,2,AGT013
TKT100785,19229,2024-03-28 00:00:00,Shipping,Medium,In Progress,,,,AGT004
TKT100786,19636,2024-01-30 00:00:00,Returns,Low,Closed,2024-02-01 06:00:00,54,1,AGT014
TKT100787,13470,2024-08-08 00:00:00,Order Issue,Low,Resolved,2024-08-12 10:00:00,106,,AGT004
TKT100788,19333,2024-10-30 00:00:00,Shipping,High,Closed,2024-10-30 14:00:00,14,1,AGT012
TKT100789,12234,2024-09-21 00:00:00,Other,Medium,In Progress,,,,AGT002
TKT100790,19117,2024-02-02 00:00:00,Returns,High,Resolved,2024-02-02 10:00:00,10,,AGT003
TKT100791,14868,2024-01-05 00:00:00,Returns,Low,In Progress,,,,AGT012
TKT100792,17389,2024-02-29 00:00:00,Payment,High,Resolved,2024-02-29 14:00:00,14,,AGT014
TKT100793,10835,2024-01-21 00:00:00,Payment,High,Resolved,2024-01-21 20:00:00,20,,AGT010
TKT100794,13601,2024-07-06 00:00:00,Order Issue,High,Open,,,,AGT014
TKT100795,18172,2024-07-19 00:00:00,Product Query,Medium,Resolved,2024-07-21 02:00:00,50,,AGT009
TKT100796,16528,2024-03-10 00:00:00,Order Issue,High,Resolved,2024-03-10 10:00:00,10,,AGT005
TKT100797,13708,2024-07-18 00:00:00,Order Issue,Urgent,Closed,2024-07-18 03:00:00,3,3,AGT014
TKT100798,19903,2024-02-24 00:00:00,Product Query,Low,Resolved,2024-02-28 00:00:00,96,,AGT019
TKT100799,12958,2024-03-11 00:00:00,Order Issue,Medium,Resolved,2024-03-13 19:00:00,67,,AGT016
TKT100800,17008,2024-08-17 00:00:00,Order Issue,Urgent,Resolved,2024-08-17 04:00:00,4,,AGT001
TKT100801,18537,2024-10-25 00:00:00,Payment,Low,Resolved,2024-10-27 11:00:00,59,,AGT015
TKT100802,12315,2024-07-01 00:00:00,Returns,High,In Progress,,,,AGT007
TKT100803,15534,2024-06-15 00:00:00,Order Issue,Low,In Progress,,,,AGT003
TKT100804,11907,2024-02-27 00:00:00,Product Query,Medium,Resolved,2024-02-29 11:00:00,59,,AGT016
TKT100805,18218,2024-01-05 00:00:00,Product Query,Low,Open,,,,AGT003
TKT100806,17414,2024-08-22 00:00:00,Shipping,Low,Closed,2024-08-23 20:00:00,44,4,AGT003
TKT100807,14374,2024-06-30 00:00:00,Shipping,Medium,Closed,2024-07-02 18:00:00,66,5,AGT017
TKT100808,12571,2024-10-10 00:00:00,Payment,Low,In Progress,,,,AGT020
TKT100809,18969,2024-04-20 00:00:00,Order Issue,Low,Closed,2024-04-22 13:00:00,61,2,AGT015
TKT100810,10349,2024-08-27 00:00:00,Returns,Medium,Closed,2024-08-28 19:00:00,43,2,AGT004
TKT100811,13432,2024-05-16 00:00:00,Technical,Medium,Closed,2024-05-18 03:00:00,51,1,AGT019
TKT100812,18180,2024-04-29 00:00:00,Technical,Medium,Open,,,,AGT015
TKT100813,17389,2024-05-22 00:00:00,Payment,Low,Open,,,,AGT012
TKT100814,18459,2024-07-02 00:00:00,Product Query,Medium,Resolved,2024-07-04 20:00:00,68,,AGT019
TKT100815,15573,2024-05-05 00:00:00,Product Query,High,Resolved,2024-05-05 19:00:00,19,,AGT002
TKT100816,13592,2024-03-04 00:00:00,Shipping,Medium,Resolved,2024-03-04 18:00:00,18,,AGT015
TKT100817,12325,2024-08-31 00:00:00,Shipping,High,Closed,2024-08-31 18:00:00,18,3,AGT018
TKT100818,12643,2024-02-21 00:00:00,Product Query,High,Closed,2024-02-21 16:00:00,16,4,AGT007
TKT100819,12023,2024-10-08 00:00:00,Payment,Medium,Closed,2024-10-09 21:00:00,45,1,AGT018
TKT100820,15174,2024-07-05 00:00:00,Order Issue,Medium,Resolved,2024-07-06 00:00:00,24,,AGT013
TKT100821,18627,2024-07-17 00:00:00,Product Query,Medium,Resolved,2024-07-17 14:00:00,14,,AGT001
TKT100822,10998,2024-01-01 00:00:00,Order Issue,Low,Closed,2024-01-06 16:00:00,136,1,AGT016
TKT100823,19500,2024-05-07 00:00:00,Order Issue,Medium,Closed,2024-05-09 20:00:00,68,5,AGT004
TKT100824,19852,2024-03-26 00:00:00,Technical,Medium,Resolved,2024-03-27 09:00:00,33,,AGT010
TKT100825,11196,2024-07-08 00:00:00,Returns,Low,Closed,2024-07-09 10:00:00,34,3,AGT009
TKT100826,11973,2024-10-25 00:00:00,Payment,Medium,Closed,2024-10-26 23:00:00,47,5,AGT014
TKT100827,12061,2024-07-02 00:00:00,Order Issue,Medium,Resolved,2024-07-02 12:00:00,12,,AGT007
